index,filename,md5,true_label,pred_label,prob_pred,prob_true,confusion_var,difficulty,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9
12403,12403_8_ship.png,2dc29e664cf57c45918c48b65e760f53,8,8,1.0,1.0,0.0,0.0,1.0622024149142817e-08,3.802994724688702e-11,3.674103989798061e-12,2.021689022788098e-12,7.991205353691244e-13,2.1584063746374338e-13,8.20898579147189e-13,4.1363990683183915e-13,1.0,5.6927046410137905e-11
12866,12866_8_ship.png,70afbefea9cf3d7607a1c270b78a7d40,8,8,1.0,1.0,0.0,0.0,5.1735359107851764e-08,7.293304626898589e-09,5.387088108932403e-09,8.676386276107451e-10,4.28061630586285e-09,4.6127424102593295e-10,6.574151445448706e-09,1.285063278011478e-09,1.0,3.813188875767537e-09
12920,12920_1_automobile.png,f65c3558d9a352c21568a70d846e73d0,1,1,1.0,1.0,0.0,0.0,2.0725929306131263e-10,1.0,3.177236251872273e-11,3.3712321129142353e-12,2.660437191728815e-12,2.4653090333059957e-11,2.4558208244762625e-10,2.3450585223683262e-11,2.862153714033866e-08,4.242478812699346e-09
13455,13455_6_frog.png,6b87f3c83e167bfa9df17d3a735a4564,6,6,1.0,1.0,0.0,0.0,1.3781319141425996e-10,2.874301352484565e-10,1.4566320594155968e-08,2.91333068780375e-09,2.4456445202325483e-10,5.865789520775877e-10,1.0,6.552988013330818e-11,7.19670933957417e-10,7.572106830444625e-11
13462,13462_1_automobile.png,8ec327c720e0d259013b6ffd2977b3bd,1,1,1.0,1.0,0.0,0.0,2.953439159902871e-10,1.0,2.7871585248084862e-11,1.4029504120938174e-11,8.785402093314243e-12,6.488290460460178e-11,1.0012908557843758e-10,2.987397135223446e-11,4.173774659221863e-09,2.6422371846024362e-08
13572,13572_8_ship.png,945895f0f1bfb79db61b1ed34e31e010,8,8,1.0,1.0,0.0,0.0,7.842234417410054e-09,1.946832695054468e-09,1.4206288923013233e-10,2.4130566989022384e-10,4.4675648597225504e-11,2.3890995085040778e-11,2.2652447972948409e-10,1.39639966256766e-10,1.0,1.1487643725160979e-08
13582,13582_8_ship.png,544fa69ac2d4dbb4a034b3759b87e1cd,8,8,1.0,1.0,0.0,0.0,8.886297031551749e-09,6.409462405265742e-10,1.1194650068047096e-10,5.400044647552171e-11,3.1394477295609846e-11,6.285713703008122e-12,2.181487629426826e-10,1.1001029080748292e-11,1.0,5.170314731905989e-10
13674,13674_8_ship.png,8db87c932a691d8a44e911e946995c28,8,8,1.0,1.0,0.0,0.0,2.2254198484006338e-08,1.5279143505964043e-09,2.0061714442465295e-11,1.2254898484886922e-11,7.787166050876593e-11,6.7883147020220136e-12,3.216933316951831e-11,6.698244823383215e-12,1.0,3.68089725366616e-10
13693,13693_8_ship.png,9c8dbf411357ef18c358c6d14d886f9d,8,8,1.0,1.0,0.0,0.0,5.675150660522377e-08,1.0224490143428966e-09,7.402874757644895e-09,2.004090816909443e-11,5.908864508796796e-10,3.252416391763546e-10,1.5599223301965282e-10,1.8217487240956842e-10,1.0,4.607056069971804e-09
13954,13954_8_ship.png,2e60991a72b47ae5bae188fed3d75f73,8,8,1.0,1.0,0.0,0.0,5.4555195916350385e-09,1.3411766142112924e-10,2.0716907356277403e-11,5.545927432570874e-12,7.3513651763224e-12,4.186964143448879e-12,1.8535589729751223e-11,3.3177570933629053e-12,1.0,7.921485689621477e-10
13962,13962_9_truck.png,63abdcf481c57fddabcbac54e361854b,9,9,1.0,1.0,0.0,0.0,1.9205261381216587e-08,4.725577440467532e-08,3.8563385124090743e-11,5.6448172525147555e-11,4.330506439553794e-12,5.055695445621566e-12,1.8306264490397517e-11,4.465929015484704e-11,3.325226671790915e-08,1.0
15160,15160_2_bird.png,5365884888e6532c634d9d75b64c4857,2,2,1.0,1.0,0.0,0.0,3.294302886036604e-10,5.226166721605807e-13,1.0,1.2060906440236607e-10,7.278775498997803e-11,5.356562970959544e-10,2.4704092105309883e-09,8.726420974713989e-11,5.806976427491506e-11,2.6674897100203987e-12
15655,15655_1_automobile.png,6537059832d9d0e68cc6916fc728488e,1,1,1.0,1.0,0.0,0.0,6.428414467407606e-10,1.0,5.432697694485178e-12,5.726592377380824e-12,3.7045093555232445e-12,8.794304694192956e-12,5.2457659743820884e-11,2.0652795446052252e-11,6.9594396912009415e-09,1.1072049943550155e-08
15846,15846_6_frog.png,672010cab07c0bee149be8e094af923c,6,6,1.0,1.0,0.0,0.0,1.561053369902865e-10,1.6039998496086838e-10,4.025620370384786e-08,5.412617576361356e-10,3.700572626108567e-10,1.8704480186926276e-09,1.0,2.8014261049813527e-11,1.4434995421197527e-09,4.8437549110547096e-11
15927,15927_8_ship.png,67e3b179f7a6242f0c3b48bc2451e563,8,8,1.0,1.0,0.0,0.0,1.0282947826567579e-09,1.5138829079219818e-09,8.80273354209038e-11,3.0791674765495713e-10,4.366646280673514e-11,4.425110625150275e-11,3.902959344603829e-10,3.00456846902275e-11,1.0,1.3707818213859468e-09
15961,15961_1_automobile.png,7b617e12cd17de164e058b793bdad988,1,1,1.0,1.0,0.0,0.0,6.327857682286719e-10,1.0,2.975103496893894e-11,2.4187235547756814e-11,2.341969673747002e-11,5.72798232456595e-11,1.4177731211262312e-10,1.0091537328005273e-10,8.624056135886349e-09,3.790537306258557e-08
15969,15969_7_horse.png,0d8228bd69b861119f9691c5dbdd5baf,7,7,1.0,1.0,0.0,0.0,2.6628463323241647e-10,1.88414311930174e-10,1.000354920427382e-11,7.0889938884322046e-12,1.9199875467279526e-08,7.188948103475923e-09,1.9644477017299877e-11,1.0,9.436909587101638e-12,9.769506384427196e-12
16125,16125_8_ship.png,68b527f032a87148aaad3c7ca69f0a7b,8,8,1.0,1.0,0.0,0.0,3.848372287507118e-08,1.827343076854504e-08,3.098735268380892e-09,2.6496685401333764e-10,4.993341296000153e-10,1.237455415914468e-10,5.599057661953566e-09,1.7890090797667568e-10,1.0,5.8965956561962685e-09
16206,16206_8_ship.png,65f6ebb670fbe9de0f6fbfda7117c1c1,8,8,1.0,1.0,0.0,0.0,5.851659778954854e-08,6.039170052929421e-09,1.4560015415554517e-08,5.085277532401733e-09,3.0907057468887444e-10,1.1888202644527723e-09,9.507129306030038e-09,2.0098080977248856e-09,1.0,1.148058981215172e-08
16242,16242_6_frog.png,1af1df93d0fce25307ad7b028b21ed3b,6,6,1.0,1.0,0.0,0.0,9.860403604733392e-10,2.7678619396453996e-09,2.625212935924992e-08,1.649843817119745e-08,1.3278751431755609e-09,4.582473511760554e-09,1.0,3.434548478953303e-10,2.706277868469442e-09,2.0891791074895139e-10
16264,16264_4_deer.png,2a84f10d150f4613123088084c2d9287,4,4,1.0,1.0,0.0,0.0,1.9212944568636203e-09,1.8519555333718074e-10,2.638671681154392e-08,7.548462410689183e-10,1.0,1.6183125950419708e-08,4.784672213986596e-09,2.4884807103831008e-08,1.9205606549554943e-10,9.044822529835628e-11
16468,16468_7_horse.png,f9e7f0b1467c9bd4f25f7bf2e54a90c4,7,7,1.0,1.0,0.0,0.0,9.684521934394397e-11,1.0221633435503197e-11,7.28592811083395e-11,1.0828946246654869e-11,4.713536783107486e-10,3.2627258672590642e-09,3.5488042626069527e-12,1.0,4.1617330241716655e-12,4.466627762100828e-11
16854,16854_7_horse.png,d00237f9f4e653726fa83e41ad0d7b52,7,7,1.0,1.0,0.0,0.0,5.7256338559241726e-11,1.638486707422615e-10,1.504026764242994e-11,1.0874440237174099e-11,2.0642824338779064e-08,6.4455947246244705e-09,1.080357071164828e-11,1.0,1.4990291993810523e-11,1.785336808945992e-11
17002,17002_1_automobile.png,60d4b4d7ed2e1bca7cb18fa00379c9e6,1,1,1.0,1.0,0.0,0.0,2.746085303595436e-10,1.0,1.878716279768433e-11,7.339344409995618e-12,3.584286513425017e-12,1.1134529062650778e-11,6.346977110549545e-11,2.4595133221727572e-11,1.878923328035853e-08,1.922589376590622e-08
17063,17063_8_ship.png,420de9e4d9bba3c473010a49eb37c649,8,8,1.0,1.0,0.0,0.0,4.926862806620136e-10,1.749331790534825e-09,4.221318433694776e-11,1.2741165067442495e-10,4.237945411267319e-11,7.398798587687772e-12,1.2236009427901706e-10,1.1804115844504803e-11,1.0,7.929649159521546e-10
17087,17087_6_frog.png,65acb091bcbb9aa268e2add9349e420b,6,6,1.0,1.0,0.0,0.0,7.792960721175746e-11,3.106343793302102e-10,3.1184573145992545e-08,4.4757486605817576e-09,9.685819923888062e-10,2.4865911552041098e-09,1.0,9.692301822239457e-11,1.5986800772083143e-09,1.0636143354947336e-10
17548,17548_1_automobile.png,136d3511f186328eaa172ee0956f7349,1,1,1.0,1.0,0.0,0.0,4.4504466778505503e-10,1.0,2.4848010801714615e-11,4.0447860338854724e-11,1.3885454418216536e-11,6.543820346704976e-11,2.1026633212350987e-10,1.0474980605135187e-10,9.11930086999746e-09,5.34213064895539e-08
17694,17694_1_automobile.png,a0c580e11f3a57fa3a7f3bf7a39d8916,1,1,1.0,1.0,0.0,0.0,6.168506261339246e-10,1.0,3.1285668500302677e-12,2.1132917464583567e-12,5.156491986874068e-12,6.202016764739193e-12,1.2517120152877315e-11,1.3911114447873185e-11,3.28825500162111e-08,5.3977050384901304e-08
17724,17724_6_frog.png,86539ded7b7fede353107b7e387bff65,6,6,1.0,1.0,0.0,0.0,1.7302682724096297e-12,5.031952285405872e-12,9.176207016459159e-11,2.7023137200155034e-11,8.353725350351837e-11,2.091634331014003e-11,1.0,1.5791809862813339e-13,1.0500805780466749e-10,1.1742962288327496e-12
17789,17789_8_ship.png,43450a16970215bdc6fd09de73755d74,8,8,1.0,1.0,0.0,0.0,2.1911812808639297e-08,9.112711474301705e-09,4.0945824508753503e-10,1.9455137501012132e-10,1.0073441386593274e-10,7.110230459961286e-11,2.210374661082426e-10,7.435882465323118e-11,1.0,1.4417557814283555e-08
17881,17881_8_ship.png,56a046dbd4084c7d9e329d502b9ae25d,8,8,1.0,1.0,0.0,0.0,1.453900733139335e-08,2.2843336111577628e-08,3.9109179783558545e-10,1.1019380075083518e-08,2.3932145154503814e-10,8.715745902776462e-10,4.402544551140863e-09,3.386774194424902e-10,1.0,1.7629014692488454e-08
18140,18140_8_ship.png,d24b56160bd43fe8ef71fd7141b2535d,8,8,1.0,1.0,0.0,0.0,6.503942384661343e-10,3.1437277780987927e-10,7.254699618819416e-11,1.1221466464372831e-12,1.4692188438081288e-12,1.5297928939242422e-12,2.683851188164943e-12,3.761490684900393e-12,1.0,2.2560662227277817e-09
18168,18168_8_ship.png,05d82ad7b994b37686e6a1f40c3a0dac,8,8,1.0,1.0,0.0,0.0,3.830569639262649e-08,1.1600686633528312e-08,6.114213579877514e-10,1.3235176843373608e-10,1.4629593370063532e-10,1.450323611207338e-10,1.4719439556110103e-10,3.3684138811551634e-10,1.0,3.516125612890164e-09
18349,18349_8_ship.png,88af685ab9928f03f941196ba6e630bd,8,8,1.0,1.0,0.0,0.0,1.114261838353059e-08,7.949426117370706e-10,1.5370558992255923e-11,8.39778073469244e-12,5.202231007084279e-12,1.6027536286003508e-12,3.473435081224885e-11,2.1692331091116568e-12,1.0,9.46227762810281e-10
18357,18357_9_truck.png,8a1aa9fc5921ed793d4db1de9b1fe647,9,9,1.0,1.0,0.0,0.0,9.044378024292143e-10,5.229988886412684e-08,8.556554770278169e-12,8.573696613778381e-11,6.647015837052406e-13,3.897799617791353e-12,8.424589151290185e-12,1.1218284114156152e-11,8.506184090428803e-10,1.0
18565,18565_8_ship.png,b62810b71f434b8fc3c3a46299aecbe2,8,8,1.0,1.0,0.0,0.0,5.540469416587257e-09,7.171678362283274e-09,4.5752920896369176e-10,8.001409312896612e-09,1.5085611926313192e-10,3.391512626294002e-10,4.599408853778186e-09,1.1541681499416256e-10,1.0,1.9057793121390887e-09
18644,18644_8_ship.png,a852302d960d71bc6647ee303c4e3469,8,8,1.0,1.0,0.0,0.0,7.676566604608581e-10,3.730414865898979e-10,7.71079797234897e-11,3.6891399657346113e-11,5.181405651755178e-12,4.131417864067233e-12,2.3371726429188833e-11,3.524163816673309e-12,1.0,2.200111620664913e-10
18728,18728_8_ship.png,622f506fb05648513ff5fa872fb6cc3e,8,8,1.0,1.0,0.0,0.0,3.274635673733428e-08,1.2749661770783405e-08,1.1738114646941966e-10,2.6888023058058153e-11,2.533727394560259e-11,9.394633508630346e-12,8.848537874639462e-11,1.8423538736267453e-11,1.0,5.726338958567112e-09
19035,19035_8_ship.png,9cd2fc6b0743f77df1e12250e2cb5175,8,8,1.0,1.0,0.0,0.0,1.4721055485722445e-08,2.24111644797631e-08,9.454562466260086e-09,4.0027842151957316e-10,1.8232190757139222e-10,2.4329663284028413e-10,7.700532655974257e-09,2.0286332613750346e-09,1.0,2.7696799520526838e-08
19300,19300_7_horse.png,eaaa3669523fa91c2fc84b16c4924ee9,7,7,1.0,1.0,0.0,0.0,2.6332502844894634e-09,3.055191863388096e-11,4.460131916572685e-11,1.161317743358925e-11,9.605519935007578e-09,3.807767434693687e-09,1.2652016587177961e-11,1.0,1.5093258240450602e-11,3.8368960786350215e-11
19599,19599_7_horse.png,ac2e5c9e7495e7b7259aa92e3bd08f04,7,7,1.0,1.0,0.0,0.0,8.894210923315882e-10,1.117338666034584e-09,3.124497049977748e-10,2.2469651139722657e-10,3.727999953184735e-08,3.1444027825955345e-08,1.0228371483123055e-09,1.0,4.0800277045782707e-10,3.840075479821792e-10
19618,19618_8_ship.png,880e466501df06547557f69ac70220d8,8,8,1.0,1.0,0.0,0.0,2.3379875813134277e-08,9.78177183696971e-09,8.150664032591237e-10,1.878553312906206e-09,1.1363329027735958e-10,2.442297752924816e-10,1.5295851252261627e-09,7.278723179737767e-10,1.0,6.636020621897387e-09
19916,19916_2_bird.png,a1f64d93e504c7cabb2b8f2ebf976879,2,2,1.0,1.0,0.0,0.0,2.4922520935888315e-08,6.769053373378853e-11,1.0,1.2720488662409934e-08,5.063510499780932e-09,1.84783264245425e-08,2.3015253702851624e-08,1.0550866846870122e-08,2.3661156589582788e-08,2.967618095706115e-10
19979,19979_8_ship.png,8d9a42a6ec74a9f2c0177eac760e06c4,8,8,1.0,1.0,0.0,0.0,1.0602263511572119e-09,4.40915837174316e-09,1.82944666360374e-11,6.282120657008505e-11,1.2443042256282677e-11,1.098888775113993e-11,4.325318714304416e-10,1.7203113933383918e-11,1.0,1.2828176298995686e-09
19996,19996_8_ship.png,bbf836e57f6c509815c5b1ba9b081a66,8,8,1.0,1.0,0.0,0.0,1.3564724454795396e-08,5.80172399011758e-09,2.3773502610957564e-10,2.957135231129726e-11,9.346168283741463e-11,3.498768635923355e-11,2.791149811276483e-10,4.356654967341278e-11,1.0,6.751021963680159e-09
20041,20041_8_ship.png,2cf801526bc31a3b7cbe8ca05071f2c3,8,8,1.0,1.0,0.0,0.0,5.26702548242497e-09,9.974219228325865e-10,7.099470317184498e-11,2.4228882788968065e-11,4.1615683121776215e-11,8.100704135260983e-12,1.025010354371858e-10,1.0938637148849573e-11,1.0,2.9858564509765984e-09
20113,20113_6_frog.png,0c4e07d2abcc39195c22af2b049671b7,6,6,1.0,1.0,0.0,0.0,2.1312218656532878e-10,3.1155960034112695e-09,9.92550841516504e-09,1.7441353250546854e-08,3.1146809575943735e-09,3.4261622428033434e-09,1.0,6.73621089464227e-11,3.034253737155268e-09,8.492324066189383e-10
20240,20240_6_frog.png,4e6e4fbd774fcee9b419a50f52072b35,6,6,1.0,1.0,0.0,0.0,8.021770053767696e-11,2.924999686904073e-10,2.635280216267688e-09,4.945167386694038e-09,9.406531109590333e-10,6.695288767843977e-10,1.0,1.5965789454397417e-11,1.6463599372684712e-09,2.5611518461587934e-10
20304,20304_1_automobile.png,428c2485eed0496d5e2286fec7f82776,1,1,1.0,1.0,0.0,0.0,2.2148649581055224e-10,1.0,1.262133453305836e-11,1.118525237708834e-11,1.6549501352658424e-11,3.5746208076892216e-11,3.8112075995133665e-11,4.6729925484712e-11,6.5039458263527195e-09,9.601434314276958e-09
20455,20455_8_ship.png,ef29e361da8671e6174bea084c016709,8,8,1.0,1.0,0.0,0.0,4.46528005682012e-08,8.18356760134975e-09,9.491959440666164e-10,2.452091640847698e-09,1.0928924432107578e-10,3.247283830720704e-10,7.760880271767689e-10,2.0674524592312338e-10,1.0,2.669646947950355e-09
20472,20472_9_truck.png,b4816beb7c3525fd6bd16154274b98e6,9,9,1.0,1.0,0.0,0.0,3.0231450676154736e-09,3.4702221540783285e-08,1.8172919766246132e-11,3.7448366629888596e-10,3.675912005340898e-12,2.1590508894608895e-11,3.293999448206186e-11,5.906776456843232e-11,6.716430744901913e-10,1.0
20652,20652_8_ship.png,747f70211b3d12a4df75386021d07e45,8,8,1.0,1.0,0.0,0.0,3.5285225408188126e-08,7.772257282212536e-10,1.9315153643173488e-10,1.0826184393408766e-10,4.201662628933178e-11,1.5330592698092893e-11,1.9773564730041215e-11,2.3094548842750307e-11,1.0,4.5352127608921933e-10
20995,20995_9_truck.png,1db32ff370a8ddd9f6013dab138bfcef,9,9,1.0,1.0,0.0,0.0,9.7683146293992e-12,5.511705314376059e-09,5.5945597818036347e-14,1.0229194878294545e-12,9.273398868735964e-15,1.327821858541911e-13,3.47452481282845e-13,8.693551521027354e-13,1.4179508261991103e-11,1.0
21088,21088_1_automobile.png,a04c503d60bc6be0f9ae876874be7d63,1,1,1.0,1.0,0.0,0.0,6.730653256958874e-10,1.0,1.4138223924931026e-10,3.947284513139415e-11,7.619090081067981e-11,3.789276115107043e-10,4.3967773866171456e-10,2.728912373850534e-10,4.677877640801853e-08,3.682474059019114e-08
21483,21483_8_ship.png,963a0eeffc2155647c35c6d993adb179,8,8,1.0,1.0,0.0,0.0,4.9571324822750285e-09,1.4629190303594442e-08,4.863225933071647e-10,2.5788114699221154e-11,1.625263985893799e-11,2.2428149615283388e-11,2.8820418274122517e-10,4.688768470706428e-11,1.0,1.5925688545692651e-09
21585,21585_1_automobile.png,18fcfe68b2a78014acbf887b500b9834,1,1,1.0,1.0,0.0,0.0,6.14861633829733e-11,1.0,7.097517018550548e-12,4.493765169005792e-12,4.090035601866937e-12,7.804291934920826e-12,2.4641901366639907e-11,1.3190840780774593e-11,1.1900141316800728e-08,2.9148440106041562e-08
21614,21614_9_truck.png,9d2c9d4e5d6697c441751dd62a2694a1,9,9,1.0,1.0,0.0,0.0,3.381298713245329e-11,1.3793088449176594e-08,3.9966982631409187e-13,1.0073954691269815e-11,2.3303554181827724e-13,1.3188696012036982e-12,1.1293548561608358e-12,4.654274795429236e-12,1.5102914752151975e-10,1.0
21615,21615_1_automobile.png,96497bc3bffdeabab2e01d48b58a150b,1,1,1.0,1.0,0.0,0.0,4.031732447895564e-10,1.0,3.989560071193665e-10,1.9750910976168434e-11,1.0802278516131025e-10,4.4550327316095206e-10,1.3660411690707974e-10,8.94108787008463e-10,3.464646880502187e-08,1.5072540548999314e-08
21638,21638_8_ship.png,25350b5a41c6a3b1f35e418b04ec2865,8,8,1.0,1.0,0.0,0.0,2.8548396979743984e-10,4.0322304523110475e-11,1.6818095310497383e-12,6.429364853011155e-12,1.6637249032874085e-13,3.0191051481748277e-13,4.12371829391911e-12,2.92188365516588e-13,1.0,1.729411405748671e-11
21675,21675_1_automobile.png,7ddce06fb889561a94dc1706444bf626,1,1,1.0,1.0,0.0,0.0,4.6239911899448316e-10,1.0,2.0247734044964716e-11,2.7364843030452946e-11,1.1783218498151449e-11,5.377063377887126e-11,1.1580027908797419e-10,5.3898885354897175e-11,4.910606588026667e-09,3.5500978157188e-08
21947,21947_1_automobile.png,732e42264701dd7c444de2a32113aff6,1,1,1.0,1.0,0.0,0.0,1.0497001184939236e-10,1.0,2.3910767029539093e-12,7.598387522476935e-13,2.8633165716912545e-12,4.921410067665333e-12,3.4321350015492635e-12,1.3850274226123727e-11,1.3974448265230421e-09,2.731783022014156e-09
21953,21953_8_ship.png,4beee2688d9da33dda021490889ed5ac,8,8,1.0,1.0,0.0,0.0,1.0083351043022049e-08,3.904668233190023e-08,4.8693911125496925e-09,1.1869820404353248e-10,2.2925635001502798e-10,1.1428014090597571e-10,3.934470804711765e-10,6.603568247776082e-10,1.0,1.0341940637204061e-08
22015,22015_7_horse.png,bdec8f666e08b88c16b0edf5c5ddcf7d,7,7,1.0,1.0,0.0,0.0,2.143871036253131e-08,1.4170026263471414e-10,1.0199228128726645e-09,1.8136257773360143e-10,2.2766478480207297e-08,1.9410901330729757e-08,1.120511669561175e-10,1.0,3.9760231218544106e-10,1.1175838032784213e-09
22022,22022_8_ship.png,1a33f1dfcd00168aa3d5e17e05c43d60,8,8,1.0,1.0,0.0,0.0,5.3230397867309875e-08,4.120108254568322e-09,1.1999944371510196e-09,1.151448172920233e-10,6.334137103713999e-10,1.0964084501408067e-10,4.173382472938414e-10,1.0695770658042392e-10,1.0,7.60838059221669e-09
22426,22426_8_ship.png,496ee38d68b6142fe97bb6dcc657a227,8,8,1.0,1.0,0.0,0.0,2.0738525563501753e-08,9.581365922883833e-09,6.617753012250205e-10,4.4228512519062235e-10,1.1688426615474867e-10,5.6489962013683837e-11,2.7004873892622072e-09,1.297678492440113e-10,1.0,4.614003401570699e-09
22718,22718_9_truck.png,0b0a9d7b927820f94805d4c7c8148869,9,9,1.0,1.0,0.0,0.0,1.1013989720254358e-10,1.9267046624804607e-08,5.84665725122252e-13,2.0856216059739197e-12,9.090870417560737e-13,3.227047101761471e-12,2.8206460604696115e-12,5.184124397122902e-12,8.968513431906189e-11,1.0
23028,23028_9_truck.png,ebfb623ca482a36735b86661e5c1a3e6,9,9,1.0,1.0,0.0,0.0,2.8942561680622703e-09,5.295828842122319e-08,2.891305250773968e-12,5.708742159549196e-11,2.6779860880926654e-12,6.930075870797969e-12,1.8232321902234006e-11,4.837984179939525e-11,3.101650269954348e-09,1.0
23454,23454_8_ship.png,8c693d8cfa94deeac4f4d46c85d4f905,8,8,1.0,1.0,0.0,0.0,1.3216599370480253e-08,1.3334569892720083e-08,1.0827836544047287e-10,8.679985549764346e-12,8.036927894028434e-12,5.978829844405231e-12,5.5259626735582046e-11,4.617509066079384e-12,1.0,9.801638389816958e-10
23542,23542_6_frog.png,ea780280708667064c1d675232724865,6,6,1.0,1.0,0.0,0.0,1.414998535009815e-10,5.047732232199564e-10,1.7514159011966512e-08,1.467271970589934e-09,1.737586408090408e-09,1.3962273559542382e-09,1.0,4.431479141975281e-11,6.427645526940751e-09,9.842586468078451e-11
23572,23572_8_ship.png,4c2a7a751d454a143cefcb0853882e09,8,8,1.0,1.0,0.0,0.0,5.556587634458765e-09,8.393773676118599e-09,8.799846268336964e-11,1.9422092406573555e-11,5.489594195884351e-11,1.1822051150522928e-11,9.860108285408842e-09,3.233363923826893e-11,1.0,3.0341770762554177e-10
23718,23718_7_horse.png,1eea23c4d1c462ef3f2fe97c4fd6546e,7,7,1.0,1.0,0.0,0.0,3.587422581219357e-10,9.109226567494133e-11,6.689566955930815e-11,5.873018738000724e-11,4.019081512041112e-09,2.2897863161119858e-08,1.1980956504675788e-10,1.0,4.449222240632267e-11,9.643068288323065e-11
23725,23725_8_ship.png,6b1a39d7fcadf9ceb68ce3c2156e30f4,8,8,1.0,1.0,0.0,0.0,2.868696036273377e-08,1.8494228370968813e-08,1.6552675896619462e-09,1.3788602204467537e-10,7.864219275788287e-10,2.0733639805037285e-10,4.9048498595993806e-09,2.503794394037584e-10,1.0,8.705714371615159e-09
23765,23765_8_ship.png,0271ab994638deab5608fda836e54dde,8,8,1.0,1.0,0.0,0.0,1.7025564957862116e-08,1.5808939934913724e-08,1.0277712014783447e-09,5.2982958298475324e-11,1.332939314480086e-10,2.1247359427434276e-10,1.9435082432295303e-09,3.505541690262959e-11,1.0,4.41428271713562e-09
24041,24041_1_automobile.png,45942a6e12f47c2ea7467bf83b8b16ac,1,1,1.0,1.0,0.0,0.0,1.452349907005157e-10,1.0,4.118988483625685e-11,9.044783151612723e-12,1.5710410403158015e-11,5.574351397141797e-11,4.7439021461093134e-11,2.3625360348611402e-11,8.80348149934207e-09,2.41109017196095e-08
